County,Median Home Price 2025,Monthly Payment 2025
Taylor County,"$205,730.00","$1,180.00"
Terrell County,"$159,490.00",$920.00
Terry County,"$116,520.00",$670.00
Throckmorton County,"$88,230.00",$510.00
Titus County,"$165,460.00",$950.00
Tom Green County,"$210,170.00","$1,210.00"
Travis County,"$564,440.00","$3,240.00"
Trinity County,"$115,370.00",$660.00
Tyler County,"$145,030.00",$830.00
Upshur County,"$184,840.00","$1,060.00"
Upton County,"$111,390.00",$640.00
Uvalde County,"$151,310.00",$870.00
Val Verde County,"$158,750.00",$910.00
Van Zandt County,"$209,050.00","$1,200.00"
Victoria County,"$233,960.00","$1,340.00"
Walker County,"$312,890.00","$1,800.00"
Waller County,"$301,610.00","$1,730.00"
Ward County,"$145,440.00",$840.00
Washington County,"$283,030.00","$1,630.00"
Webb County,"$215,550.00","$1,240.00"
Wharton County,"$191,450.00","$1,100.00"
Wheeler County,"$102,270.00",$590.00
Wichita County,"$181,270.00","$1,040.00"
Wilbarger County,"$103,530.00",$600.00
Willacy County,"$63,710.00",$370.00
Williamson County,"$461,080.00","$2,650.00"
Wilson County,"$291,990.00","$1,680.00"
Winkler County,"$127,000.00",$730.00
Wise County,"$330,740.00","$1,900.00"
Wood County,"$204,440.00","$1,180.00"
Yoakum County,"$191,760.00","$1,100.00"
Young County,"$173,210.00","$1,000.00"
Zapata County,"$93,050.00",$530.00
Zavala County,"$92,320.00",$530.00
Beaver County,"$296,810.00","$1,710.00"
Box Elder County,"$368,850.00","$2,120.00"
Cache County,"$502,490.00","$2,890.00"
Carbon County,"$207,130.00","$1,190.00"
Daggett County,"$249,860.00","$1,440.00"
Davis County,"$562,200.00","$3,230.00"
Duchesne County,"$261,730.00","$1,500.00"
Emery County,"$203,410.00","$1,170.00"
Garfield County,"$294,960.00","$1,700.00"
Grand County,"$496,310.00","$2,850.00"
Iron County,"$353,890.00","$2,030.00"
Juab County,"$388,080.00","$2,230.00"
Kane County,"$362,140.00","$2,080.00"
Millard County,"$254,290.00","$1,460.00"
Morgan County,"$627,820.00","$3,610.00"
Piute County,"$242,940.00","$1,400.00"
Rich County,"$300,530.00","$1,730.00"
Salt Lake County,"$587,330.00","$3,380.00"
San Juan County,"$195,980.00","$1,130.00"
Sanpete County,"$310,020.00","$1,780.00"
Sevier County,"$282,880.00","$1,630.00"
Summit County,"$1,056,200.00","$6,070.00"
Tooele County,"$484,600.00","$2,790.00"
Uintah County,"$278,860.00","$1,600.00"
Utah County,"$598,280.00","$3,440.00"
Wasatch County,"$747,610.00","$4,300.00"
Washington County,"$549,040.00","$3,160.00"
Wayne County,"$376,490.00","$2,160.00"
Weber County,"$456,780.00","$2,630.00"
Addison County,"$362,340.00","$2,080.00"
Bennington County,"$279,490.00","$1,610.00"
Caledonia County,"$234,430.00","$1,350.00"
Chittenden County,"$477,110.00","$2,740.00"
Essex County,"$181,880.00","$1,050.00"
Franklin County,"$312,340.00","$1,800.00"
Grand Isle County,"$397,680.00","$2,290.00"
Lamoille County,"$309,680.00","$1,780.00"
Orange County,"$272,540.00","$1,570.00"
Orleans County,"$231,610.00","$1,330.00"
Rutland County,"$237,140.00","$1,360.00"
Washington County,"$319,120.00","$1,830.00"
Windham County,"$287,850.00","$1,650.00"
Windsor County,"$290,350.00","$1,670.00"
Accomack County,"$211,660.00","$1,220.00"
Albemarle County,"$523,550.00","$3,010.00"
Alleghany County,"$134,050.00",$770.00
Amelia County,"$254,030.00","$1,460.00"
Amherst County,"$213,940.00","$1,230.00"
Appomattox County,"$205,260.00","$1,180.00"
Arlington County,"$900,180.00","$5,170.00"
Augusta County,"$321,820.00","$1,850.00"
Bath County,"$225,800.00","$1,300.00"
Bedford County,"$320,150.00","$1,840.00"
Bland County,"$172,200.00",$990.00
Botetourt County,"$288,550.00","$1,660.00"
Brunswick County,"$145,450.00",$840.00
Buchanan County,"$100,180.00",$580.00
Buckingham County,"$183,930.00","$1,060.00"
Campbell County,"$216,110.00","$1,240.00"
Caroline County,"$300,020.00","$1,720.00"
Carroll County,"$158,060.00",$910.00
Charles City County,"$237,500.00","$1,370.00"
Charlotte County,"$157,840.00",$910.00
Chesterfield County,"$388,940.00","$2,240.00"
Clarke County,"$570,110.00","$3,280.00"
Craig County,"$225,880.00","$1,300.00"
Culpeper County,"$423,540.00","$2,430.00"
Cumberland County,"$233,260.00","$1,340.00"
Dickenson County,"$110,820.00",$640.00
Dinwiddie County,"$260,810.00","$1,500.00"
Essex County,"$250,570.00","$1,440.00"
Fairfax County,"$769,320.00","$4,420.00"
Fauquier County,"$594,650.00","$3,420.00"
Floyd County,"$236,210.00","$1,360.00"
Fluvanna County,"$299,280.00","$1,720.00"
Franklin County,"$239,080.00","$1,370.00"
Frederick County,"$422,570.00","$2,430.00"
Giles County,"$152,970.00",$880.00
Gloucester County,"$309,270.00","$1,780.00"
Goochland County,"$512,620.00","$2,950.00"
Grayson County,"$145,020.00",$830.00
Greene County,"$334,970.00","$1,930.00"
Greensville County,"$174,500.00","$1,000.00"
Halifax County,"$163,210.00",$940.00
Hanover County,"$429,210.00","$2,470.00"
Henrico County,"$384,060.00","$2,210.00"
Henry County,"$131,860.00",$760.00
Highland County,"$214,510.00","$1,230.00"
Isle of Wight County,"$356,750.00","$2,050.00"
James City County,"$480,480.00","$2,760.00"
King and Queen County,"$255,300.00","$1,470.00"
King George County,"$433,950.00","$2,490.00"
King William County,"$293,030.00","$1,680.00"
Lancaster County,"$337,170.00","$1,940.00"
Lee County,"$108,190.00",$620.00
Loudoun County,"$777,250.00","$4,470.00"
Louisa County,"$292,080.00","$1,680.00"
Lunenburg County,"$159,480.00",$920.00
Madison County,"$363,250.00","$2,090.00"
Mathews County,"$373,010.00","$2,140.00"
Mecklenburg County,"$185,680.00","$1,070.00"
Middlesex County,"$328,620.00","$1,890.00"
Montgomery County,"$323,520.00","$1,860.00"
Nelson County,"$300,660.00","$1,730.00"
New Kent County,"$393,710.00","$2,260.00"
Northampton County,"$305,930.00","$1,760.00"
Northumberland County,"$365,120.00","$2,100.00"
Nottoway County,"$197,080.00","$1,130.00"
Orange County,"$369,720.00","$2,130.00"
Page County,"$243,120.00","$1,400.00"
Patrick County,"$160,580.00",$920.00
Powhatan County,"$404,090.00","$2,320.00"
Prince Edward County,"$223,280.00","$1,280.00"
Prince George County,"$284,340.00","$1,630.00"
Prince William County,"$563,450.00","$3,240.00"
Pulaski County,"$194,540.00","$1,120.00"
Rappahannock County,"$537,320.00","$3,090.00"
Richmond County,"$234,790.00","$1,350.00"
Roanoke County,"$318,490.00","$1,830.00"
Rockbridge County,"$261,640.00","$1,500.00"
Rockingham County,"$327,110.00","$1,880.00"
Russell County,"$131,100.00",$750.00
Scott County,"$130,660.00",$750.00
Shenandoah County,"$291,350.00","$1,670.00"
Smyth County,"$137,890.00",$790.00
Southampton County,"$228,870.00","$1,320.00"
Spotsylvania County,"$446,230.00","$2,560.00"
Stafford County,"$521,020.00","$2,990.00"
Surry County,"$251,520.00","$1,450.00"
Sussex County,"$189,170.00","$1,090.00"
Tazewell County,"$127,260.00",$730.00
Warren County,"$334,090.00","$1,920.00"
Washington County,"$215,600.00","$1,240.00"
Westmoreland County,"$267,450.00","$1,540.00"
Wise County,"$127,700.00",$730.00
Wythe County,"$188,640.00","$1,080.00"
York County,"$443,380.00","$2,550.00"
Adams County,"$261,900.00","$1,510.00"
Asotin County,"$316,150.00","$1,820.00"
Benton County,"$439,180.00","$2,520.00"
Chelan County,"$538,360.00","$3,090.00"
Clallam County,"$449,180.00","$2,580.00"
Clark County,"$563,250.00","$3,240.00"
Columbia County,"$266,900.00","$1,530.00"
Cowlitz County,"$418,260.00","$2,400.00"
Douglas County,"$412,210.00","$2,370.00"
Ferry County,"$286,080.00","$1,640.00"
Franklin County,"$403,090.00","$2,320.00"
Garfield County,"$223,230.00","$1,280.00"
Grant County,"$322,550.00","$1,850.00"
Grays Harbor County,"$336,830.00","$1,940.00"
Island County,"$620,200.00","$3,560.00"
Jefferson County,"$515,980.00","$2,970.00"
King County,"$900,410.00","$5,180.00"
Kitsap County,"$579,110.00","$3,330.00"
Kittitas County,"$479,290.00","$2,750.00"
Klickitat County,"$405,090.00","$2,330.00"
Lewis County,"$411,870.00","$2,370.00"
Lincoln County,"$283,780.00","$1,630.00"
Mason County,"$450,630.00","$2,590.00"
Okanogan County,"$296,190.00","$1,700.00"
Pacific County,"$285,560.00","$1,640.00"
Pend Oreille County,"$320,780.00","$1,840.00"
Pierce County,"$571,050.00","$3,280.00"
San Juan County,"$757,140.00","$4,350.00"
Skagit County,"$581,410.00","$3,340.00"
Skamania County,"$490,950.00","$2,820.00"
Snohomish County,"$740,560.00","$4,260.00"
Spokane County,"$438,410.00","$2,520.00"
Stevens County,"$320,990.00","$1,850.00"
Thurston County,"$517,170.00","$2,970.00"
Wahkiakum County,"$359,030.00","$2,060.00"
Walla Walla County,"$391,440.00","$2,250.00"
Whatcom County,"$651,190.00","$3,740.00"
Whitman County,"$336,930.00","$1,940.00"
Yakima County,"$343,350.00","$1,970.00"
Barbour County,"$134,360.00",$770.00
Berkeley County,"$289,800.00","$1,670.00"
Boone County,"$96,950.00",$560.00
Braxton County,"$113,460.00",$650.00
Brooke County,"$131,650.00",$760.00
Cabell County,"$187,540.00","$1,080.00"
Calhoun County,"$118,580.00",$680.00
Clay County,"$114,980.00",$660.00
Doddridge County,"$170,610.00",$980.00
Fayette County,"$111,110.00",$640.00
Gilmer County,"$88,830.00",$510.00
Grant County,"$178,610.00","$1,030.00"
Greenbrier County,"$145,340.00",$840.00
Hampshire County,"$222,940.00","$1,280.00"
Hancock County,"$123,300.00",$710.00
Hardy County,"$170,290.00",$980.00
Harrison County,"$186,500.00","$1,070.00"
Jackson County,"$164,860.00",$950.00
Jefferson County,"$343,290.00","$1,970.00"
Kanawha County,"$148,160.00",$850.00
Lewis County,"$144,810.00",$830.00
Lincoln County,"$111,010.00",$640.00
Logan County,"$108,230.00",$620.00
McDowell County,"$52,460.00",$300.00
Marion County,"$175,200.00","$1,010.00"
Marshall County,"$141,660.00",$810.00
Mason County,"$135,850.00",$780.00
Mercer County,"$126,470.00",$730.00
Mineral County,"$224,740.00","$1,290.00"
Mingo County,"$91,280.00",$520.00
Monongalia County,"$268,500.00","$1,540.00"
Monroe County,"$155,790.00",$900.00
Morgan County,"$238,050.00","$1,370.00"
Nicholas County,"$121,780.00",$700.00
Ohio County,"$167,500.00",$960.00
Pendleton County,"$190,450.00","$1,090.00"
Pleasants County,"$159,400.00",$920.00
Pocahontas County,"$148,650.00",$850.00
Preston County,"$161,920.00",$930.00
Putnam County,"$229,970.00","$1,320.00"
Raleigh County,"$169,330.00",$970.00
Randolph County,"$146,940.00",$840.00
Ritchie County,"$114,950.00",$660.00
Roane County,"$129,130.00",$740.00
Summers County,"$134,460.00",$770.00
Taylor County,"$153,550.00",$880.00
Tucker County,"$154,300.00",$890.00
Tyler County,"$119,540.00",$690.00
Upshur County,"$171,360.00",$980.00
Wayne County,"$133,770.00",$770.00
Webster County,"$83,170.00",$480.00
Wetzel County,"$109,620.00",$630.00
Wirt County,"$139,060.00",$800.00
Wood County,"$201,810.00","$1,160.00"
Wyoming County,"$83,600.00",$480.00
Adams County,"$196,310.00","$1,130.00"
Ashland County,"$170,780.00",$980.00
Barron County,"$211,000.00","$1,210.00"
Bayfield County,"$242,710.00","$1,400.00"
Brown County,"$290,040.00","$1,670.00"
Buffalo County,"$210,250.00","$1,210.00"
Burnett County,"$229,300.00","$1,320.00"
Calumet County,"$268,170.00","$1,540.00"
Chippewa County,"$274,570.00","$1,580.00"
Clark County,"$174,290.00","$1,000.00"
Columbia County,"$272,920.00","$1,570.00"
Crawford County,"$186,310.00","$1,070.00"
Dane County,"$415,140.00","$2,390.00"
Dodge County,"$257,710.00","$1,480.00"
Door County,"$325,380.00","$1,870.00"
Douglas County,"$200,470.00","$1,150.00"
Dunn County,"$240,680.00","$1,380.00"
Eau Claire County,"$283,090.00","$1,630.00"
Florence County,"$180,890.00","$1,040.00"
Fond du Lac County,"$249,470.00","$1,430.00"
Forest County,"$180,890.00","$1,040.00"
Grant County,"$198,230.00","$1,140.00"
Green County,"$252,070.00","$1,450.00"
Green Lake County,"$219,510.00","$1,260.00"
Iowa County,"$261,740.00","$1,500.00"
Iron County,"$165,140.00",$950.00
Jackson County,"$198,870.00","$1,140.00"
Jefferson County,"$301,870.00","$1,740.00"
Juneau County,"$175,780.00","$1,010.00"
Kenosha County,"$283,480.00","$1,630.00"
Kewaunee County,"$221,210.00","$1,270.00"
La Crosse County,"$284,310.00","$1,630.00"
Lafayette County,"$193,760.00","$1,110.00"
Langlade County,"$155,140.00",$890.00
Lincoln County,"$189,080.00","$1,090.00"
Manitowoc County,"$212,590.00","$1,220.00"
Marathon County,"$224,770.00","$1,290.00"
Marinette County,"$164,500.00",$950.00
Marquette County,"$213,980.00","$1,230.00"
Menominee County,"$103,210.00",$590.00
Milwaukee County,"$249,400.00","$1,430.00"
Monroe County,"$209,830.00","$1,210.00"
Oconto County,"$224,490.00","$1,290.00"
Oneida County,"$242,070.00","$1,390.00"
Outagamie County,"$294,130.00","$1,690.00"
Ozaukee County,"$432,610.00","$2,490.00"
Pepin County,"$208,660.00","$1,200.00"
Pierce County,"$323,030.00","$1,860.00"
Polk County,"$256,640.00","$1,480.00"
Portage County,"$275,480.00","$1,580.00"
Price County,"$155,350.00",$890.00
Racine County,"$272,760.00","$1,570.00"
Richland County,"$194,510.00","$1,120.00"
Rock County,"$265,060.00","$1,520.00"
Rusk County,"$161,730.00",$930.00
St. Croix County,"$392,530.00","$2,260.00"
Sauk County,"$288,670.00","$1,660.00"
Sawyer County,"$237,600.00","$1,370.00"
Shawano County,"$190,570.00","$1,100.00"
Sheboygan County,"$256,780.00","$1,480.00"
Taylor County,"$198,440.00","$1,140.00"
Trempealeau County,"$216,320.00","$1,240.00"
Vernon County,"$224,090.00","$1,290.00"
Vilas County,"$288,030.00","$1,660.00"
Walworth County,"$335,280.00","$1,930.00"
Washburn County,"$221,210.00","$1,270.00"
Washington County,"$382,730.00","$2,200.00"
Waukesha County,"$418,880.00","$2,410.00"
Waupaca County,"$205,150.00","$1,180.00"
Waushara County,"$197,910.00","$1,140.00"
Winnebago County,"$240,690.00","$1,380.00"
Wood County,"$185,670.00","$1,070.00"
Albany County,"$345,970.00","$1,990.00"
Big Horn County,"$212,890.00","$1,220.00"
Campbell County,"$286,140.00","$1,640.00"
Carbon County,"$230,390.00","$1,320.00"
Converse County,"$289,680.00","$1,670.00"
Crook County,"$297,310.00","$1,710.00"
Fremont County,"$271,420.00","$1,560.00"
Goshen County,"$251,980.00","$1,450.00"
Hot Springs County,"$230,290.00","$1,320.00"
Johnson County,"$317,930.00","$1,830.00"
Laramie County,"$366,460.00","$2,110.00"
Lincoln County,"$359,290.00","$2,070.00"
Natrona County,"$282,120.00","$1,620.00"
Niobrara County,"$208,590.00","$1,200.00"
Park County,"$401,930.00","$2,310.00"
Platte County,"$267,340.00","$1,540.00"
Sheridan County,"$378,300.00","$2,170.00"
Sublette County,"$376,040.00","$2,160.00"
Sweetwater County,"$260,900.00","$1,500.00"
Teton County,"$1,473,560.00","$8,470.00"
Uinta County,"$274,320.00","$1,580.00"
Washakie County,"$202,580.00","$1,160.00"
Weston County,"$229,860.00","$1,320.00"
