area_name,fips,state,studio_rent,one_bed_rent,two_bed_rent,three_bed_rent,four_bed_rent,private_studio_rent,private_one_bed_rent,private_two_bed_rent,private_three_bed_rent,private_four_bed_rent
"Bradford County, FL",1200799999,12.0,637,655,746,1042,1310,700.7,753.2499999999999,880.28,1250.3999999999999,1598.2
"Calhoun County, FL",1201399999,12.0,609,627,714,1030,1112,669.9000000000001,721.05,842.52,1236.0,1356.6399999999999
"Columbia County, FL",1202399999,12.0,651,677,879,1151,1191,716.1,778.55,1037.22,1381.2,1453.02
"DeSoto County, FL",1202799999,12.0,537,602,758,1062,1228,590.7,692.3,894.4399999999999,1274.3999999999999,1498.1599999999999
"Dixie County, FL",1202999999,12.0,609,627,714,943,1065,669.9000000000001,721.05,842.52,1131.6,1299.3
"Franklin County, FL",1203799999,12.0,635,691,786,1134,1380,698.5,794.65,927.4799999999999,1360.8,1683.6
"Glades County, FL",1204399999,12.0,610,614,792,987,1073,671.0,706.0999999999999,934.56,1184.3999999999999,1309.06
"Gulf County, FL HUD Metro FMR Area",1204599999,12.0,640,644,848,1057,1328,704.0,740.5999999999999,1000.64,1268.3999999999999,1620.1599999999999
"Hamilton County, FL",1204799999,12.0,609,627,714,1014,1070,669.9000000000001,721.05,842.52,1216.8,1305.3999999999999
"Hardee County, FL",1204999999,12.0,611,614,731,1015,1202,672.1,706.0999999999999,862.5799999999999,1218.0,1466.44
"Hendry County, FL",1205199999,12.0,642,661,752,1052,1161,706.2,760.15,887.3599999999999,1262.3999999999999,1416.42
"Holmes County, FL",1205999999,12.0,551,555,731,911,1283,606.1,638.25,862.5799999999999,1093.2,1565.26
"Jackson County, FL",1206399999,12.0,482,650,740,992,1002,530.2,747.4999999999999,873.1999999999999,1190.3999999999999,1222.44
"Lafayette County, FL",1206799999,12.0,688,708,806,1048,1161,756.8000000000001,814.1999999999999,951.0799999999999,1257.6,1416.42
"Levy County, FL",1207599999,12.0,551,554,730,1001,1128,606.1,637.0999999999999,861.4,1201.2,1376.16
"Liberty County, FL",1207799999,12.0,609,627,714,890,1022,669.9000000000001,721.05,842.52,1068.0,1246.84
"Madison County, FL",1207999999,12.0,498,627,714,940,1254,547.8000000000001,721.05,842.52,1128.0,1529.8799999999999
"Monroe County, FL",1208799999,12.0,1195,1327,1728,2287,2903,1314.5,1526.05,2039.04,2744.4,3541.66
"Okeechobee County, FL",1209399999,12.0,673,678,834,1110,1202,740.3000000000001,779.6999999999999,984.12,1332.0,1466.44
"Putnam County, FL",1210799999,12.0,620,638,726,967,983,682.0,733.6999999999999,856.68,1160.3999999999999,1199.26
"Suwannee County, FL",1212199999,12.0,609,627,714,1030,1245,669.9000000000001,721.05,842.52,1236.0,1518.8999999999999
"Taylor County, FL",1212399999,12.0,609,627,714,929,1029,669.9000000000001,721.05,842.52,1114.8,1255.3799999999999
"Union County, FL",1212599999,12.0,609,627,714,911,1244,669.9000000000001,721.05,842.52,1093.2,1517.68
"Wakulla County, FL HUD Metro FMR Area",1212999999,12.0,608,761,933,1163,1638,668.8000000000001,875.15,1100.94,1395.6,1998.36
"Walton County, FL HUD Metro FMR Area",1213199999,12.0,751,773,880,1269,1545,826.1,888.9499999999999,1038.3999999999999,1522.8,1884.8999999999999
"Washington County, FL",1213399999,12.0,539,542,714,1030,1254,592.9000000000001,623.3,842.52,1236.0,1529.8799999999999
"Appling County, GA",1300199999,13.0,513,516,651,932,1044,564.3000000000001,593.4,768.18,1118.3999999999999,1273.68
"Atkinson County, GA",1300399999,13.0,491,494,651,907,998,540.1,568.0999999999999,768.18,1088.3999999999999,1217.56
"Bacon County, GA",1300599999,13.0,556,572,651,834,1143,611.6,657.8,768.18,1000.8,1394.46
"Baldwin County, GA",1300999999,13.0,605,608,718,895,973,665.5,699.1999999999999,847.24,1074.0,1187.06
"Banks County, GA",1301199999,13.0,570,587,668,862,946,627.0,675.05,788.24,1034.3999999999999,1154.12
"Ben Hill County, GA",1301799999,13.0,536,540,651,874,932,589.6,621.0,768.18,1048.8,1137.04
"Berrien County, GA",1301999999,13.0,493,496,651,928,1079,542.3000000000001,570.4,768.18,1113.6,1316.3799999999999
"Bleckley County, GA",1302399999,13.0,513,516,651,845,998,564.3000000000001,593.4,768.18,1014.0,1217.56
"Bulloch County, GA",1303199999,13.0,550,597,709,1023,1245,605.0,686.55,836.62,1227.6,1518.8999999999999
"Augusta-Richmond County, GA-SC HUD Metro FMR Area",1303399999,13.0,689,722,848,1156,1489,757.9000000000001,830.3,1000.64,1387.2,1816.58
"Butts County, GA HUD Metro FMR Area",1303599999,13.0,689,694,914,1209,1454,757.9000000000001,798.0999999999999,1078.52,1450.8,1773.8799999999999
"Calhoun County, GA",1303799999,13.0,491,494,651,858,932,540.1,568.0999999999999,768.18,1029.6,1137.04
"Camden County, GA",1303999999,13.0,682,687,853,1162,1427,750.2,790.05,1006.54,1394.3999999999999,1740.94
"Candler County, GA",1304399999,13.0,513,516,651,913,998,564.3000000000001,593.4,768.18,1095.6,1217.56
"Charlton County, GA",1304999999,13.0,556,572,651,829,932,611.6,657.8,768.18,994.8,1137.04
"Chattooga County, GA",1305599999,13.0,491,494,651,893,1114,540.1,568.0999999999999,768.18,1071.6,1359.08
"Athens-Clarke County, GA MSA",1305999999,13.0,690,723,848,1150,1362,759.0000000000001,831.4499999999999,1000.64,1380.0,1661.6399999999999
"Clay County, GA",1306199999,13.0,513,516,651,939,998,564.3000000000001,593.4,768.18,1126.8,1217.56
"Clinch County, GA",1306599999,13.0,513,516,651,939,998,564.3000000000001,593.4,768.18,1126.8,1217.56
"Coffee County, GA",1306999999,13.0,556,572,651,811,882,611.6,657.8,768.18,973.1999999999999,1076.04
"Colquitt County, GA",1307199999,13.0,513,516,651,811,923,564.3000000000001,593.4,768.18,973.1999999999999,1126.06
"Augusta-Richmond County, GA-SC HUD Metro FMR Area",1307399999,13.0,689,722,848,1156,1489,757.9000000000001,830.3,1000.64,1387.2,1816.58
"Cook County, GA",1307599999,13.0,552,555,651,861,1017,607.2,638.25,768.18,1033.2,1240.74
"Crisp County, GA",1308199999,13.0,513,516,651,876,963,564.3000000000001,593.4,768.18,1051.2,1174.86
"Decatur County, GA",1308799999,13.0,491,495,651,865,882,540.1,569.25,768.18,1038.0,1076.04
"Dodge County, GA",1309199999,13.0,491,494,651,811,932,540.1,568.0999999999999,768.18,973.1999999999999,1137.04
"Dooly County, GA",1309399999,13.0,542,572,651,811,882,596.2,657.8,768.18,973.1999999999999,1076.04
"Early County, GA",1309999999,13.0,473,572,651,841,933,520.3000000000001,657.8,768.18,1009.1999999999999,1138.26
"Elbert County, GA",1310599999,13.0,530,533,651,867,1042,583.0,612.9499999999999,768.18,1040.3999999999999,1271.24
"Emanuel County, GA",1310799999,13.0,507,510,651,881,1087,557.7,586.5,768.18,1057.2,1326.1399999999999
"Evans County, GA",1310999999,13.0,513,516,651,811,1111,564.3000000000001,593.4,768.18,973.1999999999999,1355.42
"Fannin County, GA",1311199999,13.0,609,627,714,1026,1133,669.9000000000001,721.05,842.52,1231.2,1382.26
"Franklin County, GA",1311999999,13.0,424,572,651,924,998,466.40000000000003,657.8,768.18,1108.8,1217.56
"Gilmer County, GA",1312399999,13.0,578,581,745,928,1209,635.8000000000001,668.15,879.0999999999999,1113.6,1474.98
"Glascock County, GA",1312599999,13.0,534,537,651,918,969,587.4000000000001,617.55,768.18,1101.6,1182.18
"Gordon County, GA",1312999999,13.0,517,534,653,942,1146,568.7,614.0999999999999,770.54,1130.3999999999999,1398.12
"Grady County, GA",1313199999,13.0,513,525,671,917,955,564.3000000000001,603.75,791.78,1100.3999999999999,1165.1
"Greene County, GA",1313399999,13.0,580,597,679,884,970,638.0,686.55,801.2199999999999,1060.8,1183.3999999999999
"Habersham County, GA",1313799999,13.0,479,536,703,949,952,526.9000000000001,616.4,829.54,1138.8,1161.44
"Hancock County, GA",1314199999,13.0,513,516,651,939,1003,564.3000000000001,593.4,768.18,1126.8,1223.66
"Haralson County, GA HUD Metro FMR Area",1314399999,13.0,692,697,834,1053,1305,761.2,801.55,984.12,1263.6,1592.1
"Hart County, GA",1314799999,13.0,503,506,667,831,1050,553.3000000000001,581.9,787.06,997.1999999999999,1281.0
"Irwin County, GA",1315599999,13.0,513,516,651,811,998,564.3000000000001,593.4,768.18,973.1999999999999,1217.56
"Jackson County, GA",1315799999,13.0,581,585,769,1026,1201,639.1,672.75,907.42,1231.2,1465.22
"Jeff Davis County, GA",1316199999,13.0,513,516,651,811,953,564.3000000000001,593.4,768.18,973.1999999999999,1162.66
"Jefferson County, GA",1316399999,13.0,491,494,651,836,1057,540.1,568.0999999999999,768.18,1003.1999999999999,1289.54
"Jenkins County, GA",1316599999,13.0,513,516,651,841,998,564.3000000000001,593.4,768.18,1009.1999999999999,1217.56
"Johnson County, GA",1316799999,13.0,556,572,651,879,882,611.6,657.8,768.18,1054.8,1076.04
"Lamar County, GA HUD Metro FMR Area",1317199999,13.0,654,673,766,1007,1199,719.4000000000001,773.9499999999999,903.88,1208.3999999999999,1462.78
"Laurens County, GA",1317599999,13.0,529,533,651,872,1070,581.9000000000001,612.9499999999999,768.18,1046.3999999999999,1305.3999999999999
"Lincoln County, GA HUD Metro FMR Area",1318199999,13.0,548,590,672,930,941,602.8000000000001,678.5,792.9599999999999,1116.0,1148.02
"Long County, GA HUD Metro FMR Area",1318399999,13.0,539,543,682,984,1051,592.9000000000001,624.4499999999999,804.76,1180.8,1282.22
"Lumpkin County, GA",1318799999,13.0,636,640,843,1112,1423,699.6,736.0,994.7399999999999,1334.3999999999999,1736.06
"Augusta-Richmond County, GA-SC HUD Metro FMR Area",1318999999,13.0,689,722,848,1156,1489,757.9000000000001,830.3,1000.64,1387.2,1816.58
"Macon County, GA",1319399999,13.0,491,494,651,811,943,540.1,568.0999999999999,768.18,973.1999999999999,1150.46
"Athens-Clarke County, GA MSA",1319599999,13.0,690,723,848,1150,1362,759.0000000000001,831.4499999999999,1000.64,1380.0,1661.6399999999999
"Meriwether County, GA HUD Metro FMR Area",1319999999,13.0,624,628,827,1193,1246,686.4000000000001,722.1999999999999,975.8599999999999,1431.6,1520.12
"Miller County, GA",1320199999,13.0,589,606,690,860,1058,647.9000000000001,696.9,814.1999999999999,1032.0,1290.76
"Mitchell County, GA",1320599999,13.0,556,572,651,844,882,611.6,657.8,768.18,1012.8,1076.04
"Monroe County, GA HUD Metro FMR Area",1320799999,13.0,494,632,719,915,1240,543.4000000000001,726.8,848.42,1098.0,1512.8
"Montgomery County, GA",1320999999,13.0,556,572,651,936,998,611.6,657.8,768.18,1123.2,1217.56
"Morgan County, GA HUD Metro FMR Area",1321199999,13.0,784,806,918,1215,1612,862.4000000000001,926.9,1083.24,1458.0,1966.6399999999999
"Murray County, GA HUD Metro FMR Area",1321399999,13.0,528,533,694,889,969,580.8000000000001,612.9499999999999,818.92,1066.8,1182.18
"Athens-Clarke County, GA MSA",1321999999,13.0,690,723,848,1150,1362,759.0000000000001,831.4499999999999,1000.64,1380.0,1661.6399999999999
"Athens-Clarke County, GA MSA",1322199999,13.0,690,723,848,1150,1362,759.0000000000001,831.4499999999999,1000.64,1380.0,1661.6399999999999
"Peach County, GA HUD Metro FMR Area",1322599999,13.0,504,551,726,980,983,554.4000000000001,633.65,856.68,1176.0,1199.26
"Pierce County, GA",1322999999,13.0,556,569,651,889,1100,611.6,654.3499999999999,768.18,1066.8,1342.0
"Polk County, GA",1323399999,13.0,551,554,730,945,989,606.1,637.0999999999999,861.4,1134.0,1206.58
"Pulaski County, GA HUD Metro FMR Area",1323599999,13.0,496,572,651,939,1058,545.6,657.8,768.18,1126.8,1290.76
"Putnam County, GA",1323799999,13.0,655,674,767,956,1072,720.5000000000001,775.0999999999999,905.06,1147.2,1307.84
"Quitman County, GA",1323999999,13.0,513,516,651,939,998,564.3000000000001,593.4,768.18,1126.8,1217.56
"Rabun County, GA",1324199999,13.0,523,527,694,883,1090,575.3000000000001,606.05,818.92,1059.6,1329.8
"Randolph County, GA",1324399999,13.0,513,516,680,847,1043,564.3000000000001,593.4,802.4,1016.4,1272.46
"Augusta-Richmond County, GA-SC HUD Metro FMR Area",1324599999,13.0,689,722,848,1156,1489,757.9000000000001,830.3,1000.64,1387.2,1816.58
"Schley County, GA",1324999999,13.0,491,494,651,939,998,540.1,568.0999999999999,768.18,1126.8,1217.56
"Screven County, GA",1325199999,13.0,491,494,651,864,998,540.1,568.0999999999999,768.18,1036.8,1217.56
"Seminole County, GA",1325399999,13.0,523,526,693,880,1052,575.3000000000001,604.9,817.74,1056.0,1283.44
"Stephens County, GA",1325799999,13.0,491,494,651,939,1130,540.1,568.0999999999999,768.18,1126.8,1378.6
"Stewart County, GA",1325999999,13.0,491,494,651,811,998,540.1,568.0999999999999,768.18,973.1999999999999,1217.56
"Sumter County, GA",1326199999,13.0,536,539,710,885,1229,589.6,619.8499999999999,837.8,1062.0,1499.3799999999999
"Talbot County, GA",1326399999,13.0,519,522,658,856,1009,570.9000000000001,600.3,776.4399999999999,1027.2,1230.98
"Taliaferro County, GA",1326599999,13.0,533,537,673,843,1143,586.3000000000001,617.55,794.14,1011.5999999999999,1394.46
"Tattnall County, GA",1326799999,13.0,556,572,651,933,1143,611.6,657.8,768.18,1119.6,1394.46
"Taylor County, GA",1326999999,13.0,453,572,651,850,1024,498.30000000000007,657.8,768.18,1020.0,1249.28
"Telfair County, GA",1327199999,13.0,447,516,651,811,998,491.70000000000005,593.4,768.18,973.1999999999999,1217.56
"Thomas County, GA",1327599999,13.0,588,591,779,979,1236,646.8000000000001,679.65,919.2199999999999,1174.8,1507.92
"Tift County, GA",1327799999,13.0,514,517,651,811,934,565.4000000000001,594.55,768.18,973.1999999999999,1139.48
"Toombs County, GA",1327999999,13.0,491,504,651,853,1094,540.1,579.5999999999999,768.18,1023.5999999999999,1334.68
"Towns County, GA",1328199999,13.0,587,590,708,951,1243,645.7,678.5,835.4399999999999,1141.2,1516.46
"Treutlen County, GA",1328399999,13.0,513,516,651,923,932,564.3000000000001,593.4,768.18,1107.6,1137.04
"Troup County, GA",1328599999,13.0,593,597,786,1085,1107,652.3000000000001,686.55,927.4799999999999,1302.0,1350.54
"Turner County, GA",1328799999,13.0,513,516,651,811,1143,564.3000000000001,593.4,768.18,973.1999999999999,1394.46
"Union County, GA",1329199999,13.0,527,531,669,879,1063,579.7,610.65,789.42,1054.8,1296.86
"Upson County, GA",1329399999,13.0,448,532,688,869,1044,492.80000000000007,611.8,811.8399999999999,1042.8,1273.68
"Ware County, GA",1329999999,13.0,424,494,651,917,1053,466.40000000000003,568.0999999999999,768.18,1100.3999999999999,1284.66
"Warren County, GA",1330199999,13.0,491,494,651,861,1143,540.1,568.0999999999999,768.18,1033.2,1394.46
"Washington County, GA",1330399999,13.0,556,572,651,884,888,611.6,657.8,768.18,1060.8,1083.36
"Wayne County, GA",1330599999,13.0,491,494,651,890,932,540.1,568.0999999999999,768.18,1068.0,1137.04
"Webster County, GA",1330799999,13.0,513,516,651,811,998,564.3000000000001,593.4,768.18,973.1999999999999,1217.56
"Wheeler County, GA",1330999999,13.0,513,516,651,939,998,564.3000000000001,593.4,768.18,1126.8,1217.56
"White County, GA",1331199999,13.0,566,570,718,949,973,622.6,655.5,847.24,1138.8,1187.06
"Wilcox County, GA",1331599999,13.0,513,519,651,811,998,564.3000000000001,596.8499999999999,768.18,973.1999999999999,1217.56
"Wilkes County, GA",1331799999,13.0,511,515,678,863,1040,562.1,592.25,800.04,1035.6,1268.8
"Wilkinson County, GA",1331999999,13.0,514,517,652,812,1047,565.4000000000001,594.55,769.36,974.4,1277.34
"Hawaii County, HI",1500199999,15.0,931,1085,1429,1800,1936,1024.1000000000001,1247.75,1686.2199999999998,2160.0,2361.92
"Kalawao County, HI HUD Metro FMR Area",1500599999,15.0,1275,1394,1759,2496,2846,1402.5,1603.1,2075.62,2995.2,3472.12
"Kauai County, HI",1500799999,15.0,1226,1519,1881,2595,3212,1348.6000000000001,1746.85,2219.58,3114.0,3918.64
"Maui County, HI HUD Metro FMR Area",1500999999,15.0,1275,1394,1759,2496,2846,1402.5,1603.1,2075.62,2995.2,3472.12
"Adams County, ID",1600399999,16.0,526,575,714,988,1169,578.6,661.25,842.52,1185.6,1426.18
"Bear Lake County, ID",1600799999,16.0,526,542,714,1030,1169,578.6,623.3,842.52,1236.0,1426.18
"Benewah County, ID",1600999999,16.0,579,596,785,1093,1168,636.9000000000001,685.4,926.3,1311.6,1424.96
"Bingham County, ID",1601199999,16.0,549,565,744,990,1223,603.9000000000001,649.75,877.92,1188.0,1492.06
"Blaine County, ID",1601399999,16.0,679,791,1042,1379,1610,746.9000000000001,909.65,1229.56,1654.8,1964.2
"Bonner County, ID",1601799999,16.0,611,626,809,1137,1420,672.1,719.9,954.62,1364.3999999999999,1732.3999999999999
"Boundary County, ID",1602199999,16.0,526,542,714,1030,1169,578.6,623.3,842.52,1236.0,1426.18
"Butte County, ID HUD Metro FMR Area",1602399999,16.0,525,605,797,1150,1375,577.5,695.75,940.4599999999999,1380.0,1677.5
"Camas County, ID",1602599999,16.0,526,545,714,1030,1169,578.6,626.75,842.52,1236.0,1426.18
"Caribou County, ID",1602999999,16.0,526,542,714,912,1088,578.6,623.3,842.52,1094.3999999999999,1327.36
"Cassia County, ID",1603199999,16.0,530,554,719,1026,1132,583.0,637.0999999999999,848.42,1231.2,1381.04
"Clark County, ID",1603399999,16.0,568,588,770,1076,1260,624.8000000000001,676.1999999999999,908.5999999999999,1291.2,1537.2
"Clearwater County, ID",1603599999,16.0,577,595,783,1009,1061,634.7,684.25,923.9399999999999,1210.8,1294.42
"Custer County, ID",1603799999,16.0,537,553,728,1050,1192,590.7,635.9499999999999,859.04,1260.0,1454.24
"Elmore County, ID",1603999999,16.0,585,613,794,1115,1361,643.5,704.9499999999999,936.92,1338.0,1660.42
"Fremont County, ID",1604399999,16.0,552,595,748,975,1178,607.2,684.25,882.64,1170.0,1437.16
"Gem County, ID HUD Metro FMR Area",1604599999,16.0,556,648,854,1112,1218,611.6,745.1999999999999,1007.7199999999999,1334.3999999999999,1485.96
"Gooding County, ID",1604799999,16.0,526,545,714,1030,1197,578.6,626.75,842.52,1236.0,1460.34
"Idaho County, ID",1604999999,16.0,526,542,714,963,1254,578.6,623.3,842.52,1155.6,1529.8799999999999
"Jerome County, ID",1605399999,16.0,513,603,787,981,1264,564.3000000000001,693.4499999999999,928.66,1177.2,1542.08
"Latah County, ID",1605799999,16.0,533,607,760,1096,1334,586.3000000000001,698.05,896.8,1315.2,1627.48
"Lemhi County, ID",1605999999,16.0,576,593,781,973,1278,633.6,681.9499999999999,921.5799999999999,1167.6,1559.1599999999999
"Lewis County, ID",1606199999,16.0,526,596,714,1030,1090,578.6,685.4,842.52,1236.0,1329.8
"Lincoln County, ID",1606399999,16.0,601,619,815,1080,1133,661.1,711.8499999999999,961.6999999999999,1296.0,1382.26
"Madison County, ID",1606599999,16.0,656,676,769,1109,1350,721.6,777.4,907.42,1330.8,1647.0
"Minidoka County, ID",1606799999,16.0,526,608,714,983,986,578.6,699.1999999999999,842.52,1179.6,1202.92
"Oneida County, ID",1607199999,16.0,578,599,784,1047,1283,635.8000000000001,688.8499999999999,925.12,1256.3999999999999,1565.26
"Payette County, ID",1607599999,16.0,578,582,766,1065,1210,635.8000000000001,669.3,903.88,1278.0,1476.2
"Power County, ID",1607799999,16.0,618,636,838,1044,1135,679.8000000000001,731.4,988.8399999999999,1252.8,1384.7
"Shoshone County, ID",1607999999,16.0,542,571,735,1021,1271,596.2,656.65,867.3,1225.2,1550.62
"Teton County, ID",1608199999,16.0,696,701,923,1170,1475,765.6,806.15,1089.1399999999999,1404.0,1799.5
"Twin Falls County, ID",1608399999,16.0,522,608,801,1102,1322,574.2,699.1999999999999,945.18,1322.3999999999999,1612.84
"Valley County, ID",1608599999,16.0,588,606,798,1151,1306,646.8000000000001,696.9,941.64,1381.2,1593.32
"Washington County, ID",1608799999,16.0,526,542,714,999,1135,578.6,623.3,842.52,1198.8,1384.7
"Adams County, IL",1700199999,17.0,567,574,722,1000,1028,623.7,660.0999999999999,851.9599999999999,1200.0,1254.16
